agency_cd,site_no,datetime,Mean Water Temp (C),Mean Water Temp (C)_cd,Mean Specific Conductance ,Mean Specific Conductance _cd,,,,,,,,,,,,,,
USGS,1104410,7/29/2023,21.6,P,1020,P,,,,,,,,,,,,,,
USGS,1104410,7/30/2023,19.2,P,756,P,,,,,,,,,,,,,,
USGS,1104410,7/31/2023,18,P,943,P,,,,,,,,,,,,,,
USGS,1104410,8/1/2023,17.6,P,1080,P,,,,,,,,,,,,,,
USGS,1104410,8/2/2023,16.6,P,1150,P,,,,,,,,,,,,,,
USGS,1104410,8/3/2023,17.5,P,1210,P,,,,,,,,,,,,,,
USGS,1104410,8/4/2023,18.1,P,1250,P,,,,,,,,,,,,,,
USGS,1104410,8/5/2023,18.9,P,1280,P,,,,,,,,,,,,,,
USGS,1104410,8/6/2023,18.2,P,1320,P,,,,,,,,,,,,,,
USGS,1104410,8/7/2023,17.9,P,1340,P,,,,,,,,,,,,,,
USGS,1104410,8/8/2023,20.8,P,525,P,,,,,,,,,,,,,,
USGS,1104410,8/9/2023,20,P,610,P,,,,,,,,,,,,,,
USGS,1104410,8/10/2023,19.3,P,707,P,,,,,,,,,,,,,,
USGS,1104410,8/11/2023,19.3,P,756,P,,,,,,,,,,,,,,
USGS,1104410,8/12/2023,18.4,P,840,P,,,,,,,,,,,,,,
USGS,1104410,8/13/2023,19.7,P,902,P,,,,,,,,,,,,,,
USGS,1104410,8/14/2023,19,P,993,P,,,,,,,,,,,,,,
USGS,1104410,8/15/2023,19.1,P,822,P,,,,,,,,,,,,,,
USGS,1104410,8/16/2023,18.1,P,906,P,,,,,,,,,,,,,,
USGS,1104410,8/17/2023,17.9,P,959,P,,,,,,,,,,,,,,
USGS,1104410,8/18/2023,19,P,667,P,,,,,,,,,,,,,,
USGS,1104410,8/19/2023,17.6,P,690,P,,,,,,,,,,,,,,
USGS,1104410,8/20/2023,17.7,P,800,P,,,,,,,,,,,,,,
USGS,1104410,8/21/2023,18.5,P,851,P,,,,,,,,,,,,,,
USGS,1104410,8/22/2023,18,P,928,P,,,,,,,,,,,,,,
USGS,1104410,8/23/2023,16.7,P,994,P,,,,,,,,,,,,,,
USGS,1104410,8/24/2023,16.9,P,995,P,,,,,,,,,,,,,,
USGS,1104410,8/25/2023,17.7,P,522,P,,,,,,,,,,,,,,
USGS,1104410,8/26/2023,18.7,P,629,P,,,,,,,,,,,,,,
USGS,1104410,8/27/2023,18.3,P,662,P,,,,,,,,,,,,,,
USGS,1104410,8/28/2023,17.7,P,864,P,,,,,,,,,,,,,,
USGS,1104410,8/29/2023,18.1,P,909,P,,,,,,,,,,,,,,
USGS,1104410,8/30/2023,19.1,P,649,P,,,,,,,,,,,,,,
USGS,1104410,8/31/2023,17.2,P,765,P,,,,,,,,,,,,,,
USGS,1104410,9/1/2023,15.8,P,856,P,,,,,,,,,,,,,,
USGS,1104410,9/2/2023,16.3,P,907,P,,,,,,,,,,,,,,
USGS,1104410,9/3/2023,17.6,P,935,P,,,,,,,,,,,,,,
USGS,1104410,9/4/2023,18.3,P,972,P,,,,,,,,,,,,,,
USGS,1104410,9/5/2023,18.8,P,1000,P,,,,,,,,,,,,,,
USGS,1104410,9/6/2023,19.4,P,1030,P,,,,,,,,,,,,,,
USGS,1104410,9/7/2023,20,P,1070,P,,,,,,,,,,,,,,
USGS,1104410,9/8/2023,20,P,960,P,,,,,,,,,,,,,,
USGS,1104410,9/9/2023,19.5,P,967,P,,,,,,,,,,,,,,
USGS,1104410,9/10/2023,19.9,P,704,P,,,,,,,,,,,,,,
USGS,1104410,9/11/2023,19.8,P,600,P,,,,,,,,,,,,,,
USGS,1104410,9/12/2023,19.5,P,758,P,,,,,,,,,,,,,,
USGS,1104410,9/13/2023,19.4,P,714,P,,,,,,,,,,,,,,
USGS,1104410,9/14/2023,18.2,P,784,P,,,,,,,,,,,,,,
USGS,1104410,9/15/2023,16.4,P,827,P,,,,,,,,,,,,,,
USGS,1104410,9/16/2023,15.8,P,878,P,,,,,,,,,,,,,,
USGS,1104410,9/17/2023,15.9,P,908,P,,,,,,,,,,,,,,
USGS,1104410,9/18/2023,17,P,614,P,,,,,,,,,,,,,,
USGS,1104410,9/19/2023,17,P,359,P,,,,,,,,,,,,,,
USGS,1104410,9/20/2023,16.3,P,537,P,,,,,,,,,,,,,,
USGS,1104410,9/21/2023,15.5,P,607,P,,,,,,,,,,,,,,
USGS,1104410,9/22/2023,14.8,P,708,P,,,,,,,,,,,,,,
USGS,1104410,9/23/2023,14,P,768,P,,,,,,,,,,,,,,
USGS,1104410,9/24/2023,14.7,P,783,P,,,,,,,,,,,,,,
USGS,1104410,9/25/2023,14.7,P,773,P,,,,,,,,,,,,,,
USGS,1104410,9/26/2023,13.8,P,815,P,,,,,,,,,,,,,,
USGS,1104410,9/27/2023,12.6,P,858,P,,,,,,,,,,,,,,
USGS,1104410,9/28/2023,12.8,P,887,P,,,,,,,,,,,,,,
USGS,1104410,9/29/2023,12.9,P,815,P,,,,,,,,,,,,,,
USGS,1104410,9/30/2023,13.3,P,777,P,,,,,,,,,,,,,,
USGS,1104410,10/1/2023,13.5,P,815,P,,,,,,,,,,,,,,
USGS,1104410,10/2/2023,14.2,P,850,P,,,,,,,,,,,,,,
USGS,1104410,10/3/2023,14.1,P,912,P,,,,,,,,,,,,,,
USGS,1104410,10/4/2023,15.5,P,932,P,,,,,,,,,,,,,,
USGS,1104410,10/5/2023,15.8,P,957,P,,,,,,,,,,,,,,
USGS,1104410,10/6/2023,16.1,P,982,P,,,,,,,,,,,,,,
USGS,1104410,10/7/2023,16.5,P,978,P,,,,,,,,,,,,,,
USGS,1104410,10/8/2023,14.3,P,982,P,,,,,,,,,,,,,,
USGS,1104410,10/9/2023,12.6,P,1030,P,,,,,,,,,,,,,,
USGS,1104410,10/10/2023,12.2,P,1040,P,,,,,,,,,,,,,,
USGS,1104410,10/11/2023,12.5,P,1100,P,,,,,,,,,,,,,,
USGS,1104410,10/12/2023,13,P,1100,P,,,,,,,,,,,,,,
USGS,1104410,10/13/2023,12.1,P,1120,P,,,,,,,,,,,,,,
USGS,1104410,10/14/2023,11.5,P,1140,P,,,,,,,,,,,,,,
USGS,1104410,10/15/2023,11.7,P,1160,P,,,,,,,,,,,,,,
USGS,1104410,10/16/2023,11.6,P,1170,P,,,,,,,,,,,,,,
USGS,1104410,10/17/2023,11.5,P,1190,P,,,,,,,,,,,,,,
USGS,1104410,10/18/2023,11.8,P,1230,P,,,,,,,,,,,,,,
USGS,1104410,10/19/2023,12.5,P,1230,P,,,,,,,,,,,,,,
USGS,1104410,10/20/2023,12.6,P,1230,P,,,,,,,,,,,,,,
